0.964599, 1
0.964599, 1
0.553362, 1
0.553362, 1
0.35536, 1
0.35536, 1
0.659294, 1
0.659294, 1
89.6549, 0
89.0961, 1
89.0961, 0
88.9462, 1
88.9462, 1
0.858855, 1
0.858855, 1
0.94195, 1
0.94195, 1
40.5753, 1
40.5753, 1
0.964286, 1
0.964286, 1
68.9768, 0
68.6438, 0
68.6712, 1
68.6712, 0
68.5396, 1
68.5396, 1
0.996397, 1
0.996397, 1
5.46977, 1
5.46977, 1
8.6031, 1
8.6031, 1
0.868188, 1
0.868188, 1
47.1687, 0
47.2251, 1
47.2251, 1
7.73116, 1
7.73116, 1
0.636988, 1
0.636988, 1
37.4407, 0
37.3445, 1
37.3445, 1
53.7844, 1
53.7844, 1
51.1797, 0
51.4644, 0
51.4866, 0
55.0456, 0
75.7153, 0
0.848549, 1
0.848549, 1
0.772824, 1
0.772824, 1
