1.09571, 1
1.8601, 1
0.697612, 0
0.263779, 1
0.260171, 0
0.260066, 0
0.252624, 1
0.244399, 1
0.233106, 1
0.233106, 1
3.70769, 0
3.98209, 0
3.22679, 0
3.65039, 1
3.6314, 1
3.6314, 1
3.6314, 1
0.746658, 1
0.226148, 1
0.276299, 1
0.276299, 1
0.849423, 1
0.752608, 1
0.727096, 1
0.704931, 1
4.89378, 1
5.4915, 1
0.590889, 1
1.16749, 0
0.822418, 1
0.64209, 1
0.600142, 0
0.600142, 0
0.527484, 0
0.473445, 1
0.386453, 0
0.960454, 0
0.803073, 0
0.728544, 1
0.610862, 1
0.512828, 1
0.512828, 1
0.512828, 1
0.512828, 1
0.828515, 0
0.689019, 0
0.613614, 1
0.482202, 1
0.482202, 1
0.482202, 1
6.59043, 0
6.31362, 0
6.48027, 0
6.56373, 0
6.54952, 0
0.155373, 0
0.155359, 0
0.155355, 0
0.155353, 0
0.155322, 0
0.934185, 0
0.841147, 1
0.743983, 1
0.720542, 1
0.730305, 0
0.808712, 0
0.716973, 0
0.654989, 0
0.517236, 0
0.469989, 0
===== New sim =====
0.927054, 1
0.861502, 1
0.815271, 1
0.815271, 1
9.97073, 1
9.84945, 1
9.84945, 1
9.84945, 1
0.535165, 1
0.401283, 1
0.392643, 1
0.550788, 1
4.73326, 1
4.77389, 1
4.82319, 1
4.6535, 1
0.916191, 1
0.921821, 1
0.921821, 1
0.921821, 1
6.27406, 1
4.98885, 1
0.915722, 1
0.223639, 1
0.263192, 1
0.451534, 1
0.730172, 1
0.27707, 1
0.313624, 1
0.353282, 1
0.360086, 1
0.352717, 1
0.351915, 1
0.351915, 1
0.934915, 1
0.899241, 1
0.88176, 1
0.825987, 1
0.904932, 1
0.787365, 1
0.787365, 1
0.787365, 1
0.714268, 1
0.548775, 1
0.548775, 1
0.548775, 1
===== New sim =====
0.705351, 1
3.97713, 1
6.82643, 1
6.25929, 1
6.25929, 1
6.25929, 1
0.77932, 1
0.984175, 1
1.26647, 1
1.09433, 1
6.56746, 1
6.95327, 1
6.84786, 1
6.84786, 1
1.71121, 1
3.30817, 1
4.36778, 1
3.93634, 1
0.196453, 1
0.191853, 1
0.190627, 1
0.190612, 1
0.72337, 1
1.20663, 1
0.962065, 1
0.774595, 1
0.774595, 1
0.774595, 1
0.944344, 1
0.841364, 1
0.800808, 1
0.285602, 1
0.954869, 1
0.861644, 1
0.835298, 1
0.867618, 1
6.58474, 1
6.75544, 1
6.75544, 1
6.75544, 1
===== New sim =====
0.932102, 1
0.846711, 1
0.822079, 1
0.797479, 1
0.202391, 1
0.200091, 1
0.199842, 1
0.199842, 1
0.968457, 1
0.81981, 1
0.792458, 1
0.766127, 1
0.669091, 1
0.582146, 1
0.539988, 1
0.510461, 1
0.940972, 1
0.818562, 1
0.795592, 1
0.761674, 1
0.691776, 1
0.393912, 1
0.322472, 1
0.322472, 1
6.28137, 1
5.96404, 1
0.822614, 1
0.253816, 1
0.253816, 1
0.253816, 1
9.22492, 1
9.23592, 1
9.23592, 1
9.23592, 1
1.07928, 1
1.03943, 1
0.441552, 1
0.441811, 1
0.441853, 1
0.453624, 1
===== New sim =====
0.851573, 1
0.750081, 1
0.722258, 1
0.696368, 1
0.57126, 1
0.328031, 1
1.00532, 1
1.52261, 1
0.184224, 1
0.236865, 1
0.204725, 1
0.204725, 1
7.99357, 1
8.0841, 1
8.0841, 1
8.0841, 1
0.687925, 1
0.909248, 1
0.909248, 1
0.909248, 1
0.947753, 1
0.78158, 1
0.771171, 1
0.772367, 1
7.89856, 1
7.96996, 1
8.09592, 1
