gps_sow, latitude, longitude, height
391562.0,  51.711954074,  -0.210243526,  141.6108
391562.5,  51.711954049,  -0.210243574,  141.6212
391563.0,  51.711953979,  -0.210243728,  141.6262
391563.5,  51.711953991,  -0.210243780,  141.6355
391564.0,  51.711954140,  -0.210243816,  141.6279
391564.5,  51.711954217,  -0.210243928,  141.6242
391565.0,  51.711954279,  -0.210243981,  141.6294
391565.5,  51.711954325,  -0.210244008,  141.6242
391566.0,  51.711954398,  -0.210244089,  141.6189
391566.5,  51.711954420,  -0.210244200,  141.6382
391567.0,  51.711954398,  -0.210244283,  141.6480
391567.5,  51.711954474,  -0.210244391,  141.6420
391568.0,  51.711954549,  -0.210244417,  141.6460
391568.5,  51.711954611,  -0.210244450,  141.6469
391569.0,  51.711954712,  -0.210244508,  141.6624
391569.5,  51.711954803,  -0.210244602,  141.6446
391570.0,  51.711954838,  -0.210244622,  141.6456
391570.5,  51.711954779,  -0.210244820,  141.6468
391571.0,  51.711954870,  -0.210244989,  141.6548
391571.5,  51.711955013,  -0.210244856,  141.6917
391572.0,  51.711955102,  -0.210245047,  141.6396
391572.5,  51.711955142,  -0.210245176,  141.6589
391573.0,  51.711955101,  -0.210245123,  141.6621
391573.5,  51.711955015,  -0.210245333,  141.6691
391574.0,  51.711954971,  -0.210245366,  141.6976
391574.5,  51.711954898,  -0.210245358,  141.7260
391575.0,  51.711954599,  -0.210245228,  141.7649
391575.5,  51.711954720,  -0.210245596,  141.7248
391576.0,  51.711954711,  -0.210245657,  141.7117
391576.5,  51.711954688,  -0.210245797,  141.7214
391577.0,  51.711954711,  -0.210245981,  141.7253
391577.5,  51.711954580,  -0.210246120,  141.7770
391578.0,  51.711954533,  -0.210246238,  141.7382
391578.5,  51.711954383,  -0.210246233,  141.7715
391579.0,  51.711954282,  -0.210246544,  141.7845
391579.5,  51.711954237,  -0.210246768,  141.7873
391580.0,  51.711954153,  -0.210246904,  141.7798
391580.5,  51.711954153,  -0.210247054,  141.7873
391581.0,  51.711954048,  -0.210247272,  141.7911
391581.5,  51.711953998,  -0.210247479,  141.8010
391582.0,  51.711953947,  -0.210247618,  141.8091
