gps_sow, status, numtx
392617.85, 0, 1
392618.0, 0, 1
392618.15, 0, 1
392618.3, 0, 1
392618.45, 0, 1
392618.6, 0, 1
392618.75, 0, 1
392618.9, 0, 1
392619.05, 0, 1
392619.2, 0, 1
392619.35, 0, 1
392619.5, 0, 1
392619.65, 0, 1
392619.8, 0, 1
392619.95, 0, 1
392620.1, 0, 1
392620.25, 0, 1
392620.4, 0, 1
392620.55, 0, 1
392620.7, 0, 1
392620.85, 0, 1
392621.0, 0, 1
392621.15, 0, 1
392621.3, 0, 1
392621.45, 0, 1
392621.6, 0, 1
392621.75, 0, 1
392621.9, 0, 1
392622.05, 0, 1
392622.2, 0, 1
392622.35, 0, 1
392622.5, 0, 1
392622.65, 0, 1
392622.8, 0, 1
392622.95, 0, 1
392623.1, 0, 1
392623.25, 0, 1
392623.4, 0, 1
392623.55, 0, 1
392623.7, 0, 1
392623.85, 0, 1
392624.0, 0, 1
392624.15, 0, 1
392624.3, 0, 1
392624.45, 0, 1
392624.6, 0, 1
392624.75, 0, 1
392624.9, 0, 1
392625.05, 0, 1
392625.2, 0, 1
392625.35, 0, 1
392625.5, 0, 1
392625.65, 0, 1
392625.8, 0, 1
392625.95, 0, 1
392626.1, 0, 1
392626.25, 0, 1
392626.4, 0, 1
392626.55, 0, 1
392626.7, 0, 1
392626.85, 0, 1
392627.0, 0, 1
392627.15, 0, 1
392627.3, 0, 1
392627.45, 0, 1
392627.6, 0, 1
392627.75, 0, 1
392627.9, 0, 1
392628.05, 0, 1
392628.2, 0, 1
392628.35, 0, 1
392628.5, 0, 1
392628.65, 0, 1
392628.8, 0, 1
392628.95, 0, 1
392629.1, 0, 1
392629.25, 0, 1
392629.4, 0, 1
392629.55, 0, 1
392629.7, 0, 1
392629.85, 0, 1
392630.0, 0, 1
392630.15, 0, 1
392630.3, 0, 1
392630.45, 0, 1
392630.6, 0, 1
392630.75, 0, 1
392630.9, 0, 1
392631.05, 0, 1
392631.2, 0, 1
392631.35, 0, 1
392631.5, 0, 1
392631.65, 0, 1
392631.8, 0, 1
392631.95, 0, 1
392632.1, 0, 1
392632.25, 0, 1
392632.4, 0, 1
392632.55, 0, 1
392632.7, 0, 1
392632.85, 0, 1
392633.0, 0, 1
392633.15, 0, 1
392633.3, 0, 1
392633.45, 0, 1
392633.6, 0, 1
392633.75, 0, 1
392633.9, 0, 1
392634.05, 0, 1
392634.2, 0, 1
392634.35, 0, 1
392634.5, 0, 1
392634.65, 0, 1
392634.8, 0, 1
392634.95, 0, 1
392635.1, 0, 1
392635.25, 0, 1
392635.4, 0, 1
392635.55, 0, 1
392635.7, 0, 1
392635.85, 0, 1
392636.0, 0, 1
392636.15, 0, 1
392636.3, 0, 1
392636.45, 0, 1
392636.6, 0, 1
392636.75, 0, 1
392636.9, 0, 1
392637.05, 0, 1
392637.2, 0, 1
392637.35, 0, 1
392637.5, 0, 1
392637.65, 0, 1
392637.8, 0, 1
392637.95, 0, 1
392638.1, 0, 1
392638.25, 0, 1
392638.4, 0, 1
392638.55, 0, 1
392638.7, 0, 1
392638.85, 0, 1
392639.0, 0, 1
392639.15, 0, 1
392639.3, 0, 1
392639.45, 0, 1
392639.6, 0, 1
392639.75, 0, 1
392639.9, 0, 1
392640.05, 0, 1
392640.2, 0, 1
392640.35, 0, 1
392640.5, 0, 1
392640.65, 0, 1
392640.8, 0, 1
392640.95, 0, 1
392641.1, 0, 1
392641.25, 0, 1
392641.4, 0, 1
392641.55, 0, 1
392641.7, 0, 1
392641.85, 0, 1
392642.0, 0, 1
392642.15, 0, 1
392642.3, 0, 1
392642.45, 0, 1
392642.6, 0, 1
392642.75, 0, 1
392642.9, 0, 1
392643.05, 0, 1
392643.2, 0, 1
392643.35, 0, 1
392643.5, 0, 1
392643.65, 0, 1
392643.8, 0, 1
392643.95, 0, 1
392644.1, 0, 1
392644.25, 0, 1
392644.4, 0, 1
392644.55, 0, 1
392644.7, 0, 1
392644.85, 0, 1
392645.0, 0, 1
392645.15, 0, 1
392645.3, 0, 1
392645.45, 0, 1
392645.6, 0, 1
392645.75, 0, 1
392645.9, 0, 1
392646.05, 0, 1
392646.2, 0, 1
392646.35, 0, 1
392646.5, 0, 1
392646.65, 0, 1
392646.8, 0, 1
392646.95, 0, 1
392647.1, 0, 1
392647.25, 0, 1
392647.4, 0, 1
392647.55, 0, 1
392647.7, 0, 1
392647.85, 0, 1
392648.0, 0, 1
392648.15, 0, 1
392648.3, 0, 1
392648.45, 0, 1
392648.6, 0, 1
392648.75, 0, 1
392648.9, 0, 1
392649.05, 0, 1
392649.2, 0, 1
392649.35, 0, 1
392649.5, 0, 1
392649.65, 0, 1
392649.8, 0, 1
392649.95, 0, 1
392650.1, 0, 1
392650.25, 0, 1
392650.4, 0, 1
392650.55, 0, 1
392650.7, 0, 1
392650.85, 0, 1
392651.0, 0, 1
392651.15, 0, 1
392651.3, 0, 1
392651.45, 0, 1
392651.6, 0, 1
392651.75, 0, 1
392651.9, 0, 1
392652.05, 0, 1
392652.2, 0, 1
392652.35, 0, 1
392652.5, 0, 1
392652.65, 0, 1
392652.8, 0, 1
392652.95, 0, 1
392653.1, 0, 1
392653.25, 0, 1
392653.4, 0, 1
392653.55, 0, 1
392653.7, 0, 1
392653.85, 0, 1
392654.0, 0, 1
392654.15, 0, 1
392654.3, 0, 1
392654.45, 0, 1
392654.6, 0, 1
392654.75, 0, 1
392654.9, 0, 1
392655.05, 0, 1
392655.2, 0, 1
392655.35, 0, 1
392655.5, 0, 1
392655.65, 0, 1
392655.8, 0, 1
392655.95, 0, 1
392656.1, 0, 1
392656.25, 0, 1
392656.4, 0, 1
392656.55, 0, 1
392656.7, 0, 1
392656.85, 0, 1
392657.0, 0, 1
392657.15, 0, 1
392657.3, 0, 1
392657.45, 0, 1
392657.6, 0, 1
392657.75, 0, 1
392657.9, 0, 1
392658.05, 0, 1
392658.2, 0, 1
392658.35, 0, 1
392658.5, 0, 1
392658.65, 0, 1
392658.8, 0, 1
392658.95, 0, 1
392659.1, 0, 1
392659.25, 0, 1
392659.4, 0, 1
392659.55, 0, 1
392659.7, 0, 1
392659.85, 0, 1
392660.0, 0, 1
392660.15, 0, 1
392660.3, 0, 1
392660.45, 0, 1
392660.6, 0, 1
392660.75, 0, 1
392660.9, 0, 1
392661.05, 0, 1
392661.2, 0, 1
392661.35, 0, 1
392661.5, 0, 1
392661.65, 0, 1
392661.8, 0, 1
392661.95, 0, 1
392662.1, 0, 1
392662.25, 0, 1
392662.4, 0, 1
392662.55, 0, 1
392662.7, 0, 1
392662.85, 0, 1
392663.0, 0, 1
392663.15, 0, 1
392663.3, 0, 1
392663.45, 0, 1
392663.6, 0, 1
392663.75, 0, 1
392663.9, 0, 1
392664.05, 0, 1
392664.2, 0, 1
392664.35, 0, 1
392664.5, 0, 1
392664.65, 0, 1
392664.8, 0, 1
392664.95, 0, 1
392665.1, 0, 1
392665.25, 0, 1
392665.4, 0, 1
392665.55, 0, 1
392665.7, 0, 1
392665.85, 0, 1
392666.0, 0, 1
392666.15, 0, 1
392666.3, 0, 1
392666.45, 0, 1
392666.6, 0, 1
392666.75, 0, 1
392666.9, 0, 1
392667.05, 0, 1
392667.2, 0, 1
392667.35, 0, 1
392667.5, 0, 1
392667.65, 0, 1
392667.8, 0, 1
392667.95, 0, 1
392668.1, 0, 1
392668.25, 0, 1
392668.4, 0, 1
392668.55, 0, 1
392668.7, 0, 1
392668.85, 0, 1
392669.0, 0, 1
392669.15, 0, 1
392669.3, 0, 1
392669.45, 0, 1
392669.6, 0, 1
392669.75, 0, 1
392669.9, 0, 1
392670.05, 0, 1
392670.2, 0, 1
392670.35, 0, 1
392670.5, 0, 1
392670.65, 0, 1
392670.8, 0, 1
392670.95, 0, 1
392671.1, 0, 1
392671.25, 0, 1
392671.4, 0, 1
392671.55, 0, 1
392671.7, 0, 1
392671.85, 0, 1
392672.0, 0, 1
392672.15, 0, 1
392672.3, 0, 1
392672.45, 0, 1
392672.6, 0, 1
392672.75, 0, 1
392672.9, 0, 1
392673.05, 0, 1
392673.2, 0, 1
392673.35, 0, 1
392673.5, 0, 1
392673.65, 0, 1
392673.8, 0, 1
392673.95, 0, 1
392674.1, 0, 1
392674.25, 0, 1
392674.4, 0, 1
392674.55, 0, 1
392674.7, 0, 1
392674.85, 0, 1
392675.0, 0, 1
392675.15, 0, 1
392675.3, 0, 1
392675.45, 0, 1
392675.6, 0, 1
392675.75, 0, 1
392675.9, 0, 1
392676.05, 0, 1
392676.2, 0, 1
392676.35, 0, 1
392676.5, 0, 1
392676.65, 0, 1
392676.8, 0, 1
392676.95, 0, 1
392677.1, 0, 1
392677.25, 0, 1
392677.4, 0, 1
392677.55, 0, 1
392677.7, 0, 1
392677.85, 0, 1
392678.0, 0, 1
392678.15, 0, 1
392678.3, 0, 1
392678.45, 0, 1
392678.6, 0, 1
392678.75, 0, 1
392678.9, 0, 1
392679.05, 0, 1
392679.2, 0, 1
392679.35, 0, 1
392679.5, 0, 1
392679.65, 0, 1
392679.8, 0, 1
392679.95, 0, 1
392680.1, 0, 1
392680.25, 0, 1
392680.4, 0, 1
392680.55, 0, 1
392680.7, 0, 1
392680.85, 0, 1
392681.0, 0, 1
392681.15, 0, 1
392681.3, 0, 1
392681.45, 0, 1
392681.6, 0, 1
392681.75, 0, 1
392681.9, 0, 1
392682.05, 0, 1
392682.2, 0, 1
392682.35, 0, 1
392682.5, 0, 1
392682.65, 0, 1
392682.8, 0, 1
392682.95, 0, 1
392683.1, 0, 1
392683.25, 0, 1
392683.4, 0, 1
392683.55, 0, 1
392683.7, 0, 1
392683.85, 0, 1
392684.0, 0, 1
392684.15, 0, 1
392684.3, 0, 1
392684.45, 0, 1
392684.6, 0, 1
392684.75, 0, 1
392684.9, 0, 1
