gps_sow, status, num_tx
392644.5, 0, 1
392644.75, 0, 1
392645.0, 0, 1
392645.25, 0, 1
392645.5, 0, 1
392645.75, 0, 1
392646.0, 0, 1
392646.25, 0, 1
392646.5, 0, 1
392646.75, 0, 1
392647.0, 0, 1
392647.25, 0, 1
392647.5, 0, 1
392647.75, 0, 1
392648.0, 0, 1
392648.25, 0, 1
392648.5, 0, 1
392648.75, 0, 1
392649.0, 0, 1
392649.25, 0, 1
392649.5, 0, 1
392649.75, 0, 1
392650.0, 0, 1
392650.25, 0, 1
392650.5, 0, 1
392650.75, 0, 1
392651.0, 0, 1
392651.25, 0, 1
392651.5, 0, 1
392651.75, 0, 1
392652.0, 0, 1
392652.25, 0, 1
392652.5, 0, 1
392652.75, 0, 1
392653.0, 0, 1
392653.25, 0, 1
392653.5, 0, 1
392653.75, 0, 1
392654.0, 0, 1
392654.25, 0, 1
392654.5, 0, 1
392654.75, 0, 1
392655.0, 0, 1
392655.25, 0, 1
392655.5, 0, 1
392655.75, 0, 1
392656.0, 0, 1
392656.25, 0, 1
392656.5, 0, 1
392656.75, 0, 1
392657.0, 0, 1
392657.25, 0, 1
392657.5, 0, 1
392657.75, 0, 1
392658.0, 0, 1
392658.25, 0, 1
392658.5, 0, 1
392658.75, 0, 1
392659.0, 0, 1
392659.25, 0, 1
392659.5, 0, 1
392659.75, 0, 1
392660.0, 0, 1
392660.25, 0, 1
392660.5, 0, 1
392660.75, 0, 1
392661.0, 0, 1
392661.25, 0, 1
392661.5, 0, 1
392661.75, 0, 1
392662.0, 0, 1
392662.25, 0, 1
392662.5, 0, 1
392662.75, 0, 1
392663.0, 0, 1
392663.25, 0, 1
392663.5, 0, 1
392663.75, 0, 1
392664.0, 0, 1
392664.25, 0, 1
392664.5, 0, 1
392664.75, 0, 1
392665.0, 0, 1
392665.25, 0, 1
392665.5, 0, 1
392665.75, 0, 1
392666.0, 0, 1
392666.25, 0, 1
392666.5, 0, 1
392666.75, 0, 1
392667.0, 0, 1
392667.25, 0, 1
392667.5, 0, 1
392667.75, 0, 1
392668.0, 0, 1
392668.25, 0, 1
392668.5, 0, 1
392668.75, 0, 1
392669.0, 0, 1
392669.25, 0, 1
392669.5, 0, 1
392669.75, 0, 1
392670.0, 0, 1
392670.25, 0, 1
392670.5, 0, 1
392670.75, 0, 1
392671.0, 0, 1
392671.25, 0, 1
392671.5, 0, 1
392671.75, 0, 1
392672.0, 0, 1
392672.25, 0, 1
392672.5, 0, 1
392672.75, 0, 1
392673.0, 0, 1
392673.25, 0, 1
392673.5, 0, 1
392673.75, 0, 1
392674.0, 0, 1
392674.25, 0, 1
392674.5, 0, 1
392674.75, 0, 1
392675.0, 0, 1
392675.25, 0, 1
392675.5, 0, 1
392675.75, 0, 1
392676.0, 0, 1
392676.25, 0, 1
392676.5, 0, 1
392676.75, 0, 1
392677.0, 0, 1
392677.25, 0, 1
392677.5, 0, 1
392677.75, 0, 1
392678.0, 0, 1
392678.25, 0, 1
392678.5, 0, 1
392678.75, 0, 1
392679.0, 0, 1
392679.25, 0, 1
392679.5, 0, 1
392679.75, 0, 1
392680.0, 0, 1
392680.25, 0, 1
392680.5, 0, 1
392680.75, 0, 1
392681.0, 0, 1
392681.25, 0, 1
392681.5, 0, 1
392681.75, 0, 1
392682.0, 0, 1
392682.25, 0, 1
392682.5, 0, 1
392682.75, 0, 1
392683.0, 0, 1
392683.25, 0, 1
392683.5, 0, 1
392683.75, 0, 1
392684.0, 0, 1
392684.25, 0, 1
392684.5, 0, 1
392684.75, 0, 1
392685.0, 0, 1
