gps_sow, latitude, longitude, height
405946.5,  51.711954049,  -0.210243574,  141.6212
405947.0,  51.711953979,  -0.210243728,  141.6262
405947.5,  51.711953991,  -0.210243780,  141.6355
405948.0,  51.711954140,  -0.210243816,  141.6279
405948.5,  51.711954217,  -0.210243928,  141.6242
405949.0,  51.711954279,  -0.210243981,  141.6294
405949.5,  51.711954325,  -0.210244008,  141.6242
405950.0,  51.711954398,  -0.210244089,  141.6189
405950.5,  51.711954420,  -0.210244200,  141.6382
405951.0,  51.711954398,  -0.210244283,  141.6480
405951.5,  51.711954474,  -0.210244391,  141.6420
405952.0,  51.711954549,  -0.210244417,  141.6460
405952.5,  51.711954611,  -0.210244450,  141.6469
405953.0,  51.711954712,  -0.210244508,  141.6624
405953.5,  51.711954803,  -0.210244602,  141.6446
405954.0,  51.711954838,  -0.210244622,  141.6456
405954.5,  51.711954779,  -0.210244820,  141.6468
405955.0,  51.711954870,  -0.210244989,  141.6548
405955.5,  51.711955013,  -0.210244856,  141.6917
405956.0,  51.711955102,  -0.210245047,  141.6396
405956.5,  51.711955142,  -0.210245176,  141.6589
405957.0,  51.711955101,  -0.210245123,  141.6621
405957.5,  51.711955015,  -0.210245333,  141.6691
405958.0,  51.711954971,  -0.210245366,  141.6976
405958.5,  51.711954898,  -0.210245358,  141.7260
405959.0,  51.711954599,  -0.210245228,  141.7649
405959.5,  51.711954720,  -0.210245596,  141.7248
405960.0,  51.711954711,  -0.210245657,  141.7117
405960.5,  51.711954688,  -0.210245797,  141.7214
405961.0,  51.711954711,  -0.210245981,  141.7253
405961.5,  51.711954580,  -0.210246120,  141.7770
405962.0,  51.711954533,  -0.210246238,  141.7382
405962.5,  51.711954383,  -0.210246233,  141.7715
405963.0,  51.711954282,  -0.210246544,  141.7845
405963.5,  51.711954237,  -0.210246768,  141.7873
405964.0,  51.711954153,  -0.210246904,  141.7798
405964.5,  51.711954153,  -0.210247054,  141.7873
405965.0,  51.711954048,  -0.210247272,  141.7911
405965.5,  51.711953998,  -0.210247479,  141.8010
405966.0,  51.711953947,  -0.210247618,  141.8091
405966.5,  51.711953910,  -0.210247806,  141.8090
405967.0,  51.711953817,  -0.210248039,  141.8178
405967.5,  51.711953785,  -0.210248210,  141.8170
405968.0,  51.711953826,  -0.210248281,  141.7958
405968.5,  51.711953739,  -0.210248460,  141.8094
405969.0,  51.711953744,  -0.210248635,  141.8228
405969.5,  51.711953688,  -0.210248695,  141.8141
405970.0,  51.711953694,  -0.210248854,  141.8108
405970.5,  51.711953699,  -0.210248984,  141.8160
405971.0,  51.711953750,  -0.210248994,  141.8059
405971.5,  51.711953785,  -0.210249060,  141.7954
405972.0,  51.711953813,  -0.210249075,  141.8037
405972.5,  51.711953859,  -0.210249177,  141.8047
405973.0,  51.711953917,  -0.210249199,  141.8065
405973.5,  51.711953899,  -0.210249420,  141.8047
405974.0,  51.711953952,  -0.210249469,  141.8047
405974.5,  51.711953999,  -0.210249524,  141.7897
405975.0,  51.711953936,  -0.210249576,  141.8084
405975.5,  51.711953869,  -0.210249640,  141.8031
405976.0,  51.711953883,  -0.210249787,  141.8046
405976.5,  51.711953886,  -0.210249847,  141.8042
405977.0,  51.711953861,  -0.210249924,  141.8117
405977.5,  51.711953839,  -0.210250005,  141.8127
405978.0,  51.711953797,  -0.210250096,  141.8173
405978.5,  51.711953760,  -0.210250229,  141.8296
405979.0,  51.711953741,  -0.210250326,  141.8411
405979.5,  51.711953758,  -0.210250348,  141.8363
405980.0,  51.711953678,  -0.210250450,  141.8413
405980.5,  51.711953661,  -0.210250584,  141.8485
405981.0,  51.711953628,  -0.210250687,  141.8695
405981.5,  51.711953601,  -0.210250795,  141.8674
405982.0,  51.711953543,  -0.210250889,  141.8725
405982.5,  51.711953463,  -0.210250980,  141.8753
405983.0,  51.711953408,  -0.210251097,  141.8815
405983.5,  51.711953362,  -0.210251126,  141.8852
405984.0,  51.711953285,  -0.210251129,  141.8946
405984.5,  51.711953254,  -0.210251156,  141.9060
405985.0,  51.711953163,  -0.210251178,  141.9101
405985.5,  51.711953110,  -0.210251271,  141.9229
405986.0,  51.711953132,  -0.210251295,  141.9362
405986.5,  51.711953095,  -0.210251272,  141.9390
405987.0,  51.711953089,  -0.210251214,  141.9381
405987.5,  51.711953077,  -0.210251236,  141.9503
405988.0,  51.711953108,  -0.210251221,  141.9461
405988.5,  51.711953132,  -0.210251273,  141.9361
405989.0,  51.711953197,  -0.210251294,  141.9485
405989.5,  51.711953210,  -0.210251279,  141.9407
405990.0,  51.711953173,  -0.210251399,  141.9496
405990.5,  51.711953289,  -0.210251453,  141.9531
405991.0,  51.711953344,  -0.210251428,  141.9415
405991.5,  51.711953359,  -0.210251464,  141.9407
405992.0,  51.711953377,  -0.210251499,  141.9402
405992.5,  51.711953436,  -0.210251535,  141.9337
405993.0,  51.711953459,  -0.210251614,  141.9383
405993.5,  51.711953479,  -0.210251855,  141.9089
405994.0,  51.711953480,  -0.210251897,  141.9345
405994.5,  51.711953495,  -0.210252056,  141.9340
405995.0,  51.711953555,  -0.210252048,  141.9218
405995.5,  51.711953552,  -0.210252113,  141.9318
405996.0,  51.711953587,  -0.210252099,  141.9312
405996.5,  51.711953606,  -0.210252148,  141.9371
405997.0,  51.711953622,  -0.210252198,  141.9220
405997.5,  51.711953612,  -0.210252236,  141.9218
405998.0,  51.711953599,  -0.210252350,  141.9223
405998.5,  51.711953587,  -0.210252429,  141.9235
405999.0,  51.711953648,  -0.210252475,  141.9373
405999.5,  51.711953622,  -0.210252493,  141.9221
406000.0,  51.711953577,  -0.210252511,  141.9313
406000.5,  51.711953667,  -0.210252603,  141.9213
406001.0,  51.711953589,  -0.210252715,  141.9260
406001.5,  51.711953540,  -0.210252738,  141.9183
406002.0,  51.711953220,  -0.210254037,  141.8971
406002.5,  51.711953207,  -0.210253999,  141.8877
406003.0,  51.711953232,  -0.210253986,  141.8885
406003.5,  51.711953212,  -0.210254002,  141.8871
406004.0,  51.711953219,  -0.210254005,  141.8839
406004.5,  51.711953227,  -0.210254023,  141.8833
406005.0,  51.711953215,  -0.210253986,  141.8874
406005.5,  51.711953212,  -0.210253963,  141.8941
406006.0,  51.711953206,  -0.210253969,  141.8840
406006.5,  51.711953234,  -0.210253980,  141.8938
406007.0,  51.711953214,  -0.210253978,  141.8923
406007.5,  51.711953239,  -0.210253943,  141.8923
406008.0,  51.711953217,  -0.210253935,  141.8895
406008.5,  51.711953207,  -0.210253950,  141.8939
406009.0,  51.711953217,  -0.210253981,  141.8993
406009.5,  51.711953203,  -0.210253980,  141.8960
406010.0,  51.711953212,  -0.210253958,  141.9018
406010.5,  51.711953185,  -0.210253958,  141.8932
406011.0,  51.711953179,  -0.210253967,  141.8901
406011.5,  51.711953204,  -0.210253956,  141.8881
406012.0,  51.711953188,  -0.210253971,  141.8956
406012.5,  51.711953202,  -0.210253948,  141.8932
406013.0,  51.711953218,  -0.210253958,  141.8982
406013.5,  51.711953189,  -0.210253950,  141.8949
406014.0,  51.711953217,  -0.210253945,  141.9012
406014.5,  51.711953886,  -0.210253905,  141.8762
406015.0,  51.711953898,  -0.210253843,  141.8837
406015.5,  51.711953925,  -0.210253890,  141.8821
406016.0,  51.711953926,  -0.210253929,  141.8740
406016.5,  51.711953942,  -0.210253925,  141.8671
406017.0,  51.711953986,  -0.210253997,  141.8699
406017.5,  51.711954035,  -0.210254004,  141.8729
406018.0,  51.711953982,  -0.210254039,  141.8641
406018.5,  51.711953985,  -0.210254137,  141.8807
406019.0,  51.711953960,  -0.210254213,  141.8735
406019.5,  51.711953911,  -0.210254242,  141.8881
406020.0,  51.711953167,  -0.210253935,  141.9015
406020.5,  51.711953173,  -0.210253928,  141.9059
406021.0,  51.711953205,  -0.210253920,  141.9118
406021.5,  51.711953181,  -0.210253931,  141.9091
406022.0,  51.711953200,  -0.210253896,  141.9062
406022.5,  51.711953189,  -0.210253899,  141.9119
406023.0,  51.711953198,  -0.210253895,  141.9072
406023.5,  51.711953186,  -0.210253926,  141.9104
406024.0,  51.711953196,  -0.210253869,  141.9143
406024.5,  51.711953193,  -0.210253880,  141.9169
406025.0,  51.711953212,  -0.210253865,  141.9139
406025.5,  51.711953228,  -0.210253881,  141.9185
406026.0,  51.711953212,  -0.210253905,  141.9178
406026.5,  51.711953359,  -0.210255101,  141.9522
406027.0,  51.711953394,  -0.210255173,  141.9554
406027.5,  51.711953397,  -0.210255261,  141.9666
406028.0,  51.711953383,  -0.210255344,  141.9593
406028.5,  51.711953319,  -0.210255410,  141.9697
406029.0,  51.711953326,  -0.210255454,  141.9743
406029.5,  51.711953307,  -0.210255464,  141.9797
406030.0,  51.711953257,  -0.210255489,  141.9782
406030.5,  51.711953226,  -0.210255502,  141.9826
406031.0,  51.711953138,  -0.210255585,  142.0035
406031.5,  51.711953025,  -0.210255666,  142.0130
406032.0,  51.711952919,  -0.210255681,  142.0229
406032.5,  51.711952850,  -0.210255730,  142.0299
406033.0,  51.711952803,  -0.210255794,  142.0363
406033.5,  51.711952794,  -0.210255767,  142.0364
406034.0,  51.711952735,  -0.210255851,  142.0332
406034.5,  51.711952685,  -0.210255867,  142.0526
406035.0,  51.711952608,  -0.210255908,  142.0583
406035.5,  51.711952524,  -0.210255967,  142.0624
406036.0,  51.711952470,  -0.210256014,  142.0738
406036.5,  51.711952395,  -0.210256042,  142.0834
406037.0,  51.711952379,  -0.210256088,  142.0854
